postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"3304","274","1321","20.1","1123","990","133","0","265","9","0","48338","309,363","60.1"
"3305","1132","6113","18.1","4478","3860","619","0","1104","28","0","179270","1,147,327","225.1"
"3309","11","63","17.5","51","51","0","0","11","0","0","2444","15,639","3"
"3310","24","139","16.5","86","70","17","0","23","1","0","6357","40,682","8.1"
"3311","164","952","16.7","667","583","84","0","159","5","0","6360","40,703","8"
"3312","76","538","13.9","301","291","10","0","75","1","0","34319","219,640","43"
"3314","55","251","21.1","204","181","24","0","53","2","0","17861","114,311","22.7"
"3315","148","845","16.8","582","510","73","0","142","6","0","42390","271,294","54"
"3317","9","108","7.4","35","24","11","0","8","1","0","6326","40,488","8.5"
"3318","140","739","17.7","712","546","165","0","131","9","0","18900","120,957","23.7"
"3319","32","222","13.5","143","121","22","0","30","2","0","8282","53,006","10.4"
"3321","202","627","30.6","893","758","135","0","192","10","0","26158","167,411","32.7"
"3322","11","97","11.3","34","34","0","0","11","0","0","4262","27,279","5.5"
"3323","3","55","5.5","16","16","0","0","3","0","0","5365","34,336","6.9"
"3324","66","298","21.5","258","234","24","0","64","2","0","10801","69,125","13.9"
"3325","67","265","24.5","298","258","40","0","65","2","0","14385","92,065","18.6"
"3328","226","655","33.6","877","800","78","0","220","6","0","1435","9,184","1.8"
"3329","23","123","18.7","84","84","0","0","23","0","0","8115","51,938","10.5"
"3330","23","99","20.2","114","72","42","0","20","3","0","6221","39,817","8"
"3331","741","2353","30.3","3209","2735","474","0","712","29","0","24808","158,770","31"
"3332","138","377","33.2","990","438","551","0","125","13","0","14486","92,713","18.1"
"3333","94","357","24.4","478","296","183","0","87","7","0","14369","91,962","18.5"
"3334","51","263","19.0","183","170","12","0","50","1","0","12614","80,730","16.3"
"3335","522","2979","17.1","2811","2304","507","0","508","14","0","24090","154,179","29.8"
"3337","3134","14714","20.8","12226","10220","1707","300","3064","69","1","18816","120,422","23.1"
"3338","2046","10215","19.8","8266","7582","684","0","2018","28","0","11939","76,409","15.4"
"3340","1944","9088","20.7","7496","6533","963","0","1883","61","0","45300","289,921","58.2"
"3341","207","630","32.4","832","779","52","0","204","3","0","7755","49,634","10"
"3342","439","1501","28.3","1792","1453","339","0","425","14","0","21992","140,747","28.4"
"3345","179","468","37.4","763","713","49","0","175","4","0","7640","48,897","9.9"
"3350","3311","27367","11.6","15693","11207","3786","699","3181","127","3","471871","3,019,975","611.3"
"3351","976","3373","28.2","4151","3810","341","0","951","25","0","102754","657,626","132.7"
"3352","1725","6416","25.6","7929","6570","1359","0","1641","84","0","209397","1,340,142","270.5"
"3355","694","5941","10.7","5347","2082","1622","1643","635","56","3","155739","996,728","203.7"
"3356","1037","8318","11.9","4778","3564","1214","0","993","44","0","132079","845,304","172.2"
"3357","353","1460","23.5","1491","1280","212","0","343","10","0","29374","187,996","38"
"3360","82","444","17.8","326","284","42","0","79","3","0","9472","60,619","12.2"
"3361","73","351","19.9","409","263","146","0","70","3","0","11698","74,869","15.1"
"3363","391","1630","23.4","1568","1366","202","0","381","10","0","37206","238,119","48.1"
"3364","261","1003","24.8","1078","936","141","0","249","12","0","44715","286,174","57.7"
"3370","251","927","26.3","1033","905","128","0","244","7","0","24691","158,021","31.9"
"3371","179","615","28.1","696","603","93","0","173","6","0","12999","83,194","16.8"
"3373","292","1161","23.6","1425","991","434","0","274","18","0","24296","155,495","31.3"
"3374","65","200","29.5","367","229","138","0","59","6","0","9113","58,322","12.3"
"3375","17","96","17.7","80","80","0","0","17","0","0","9674","61,914","13"
"3377","843","4145","19.6","3638","2923","715","0","811","32","0","117182","749,962","157.9"
"3378","11","54","18.5","61","51","10","0","10","1","0","8396","53,735","11.3"
"3379","81","415","18.6","333","273","59","0","77","4","0","31987","204,717","42.9"
"3380","537","2739","18.5","2702","1800","902","0","506","31","0","70153","448,978","94.8"
"3381","166","899","17.8","720","635","85","0","160","6","0","18768","120,114","25.2"
"3384","68","310","21.0","305","266","38","0","65","3","0","16915","108,259","22.7"
"3385","81","268","28.7","344","255","89","0","77","4","0","16979","108,664","22.8"
"3387","54","171","30.4","236","211","25","0","52","2","0","17510","112,062","23.5"
"3388","76","265","28.3","334","273","61","0","75","1","0","17358","111,092","23.3"
"3390","130","481","26.0","483","411","72","0","125","5","0","23530","150,592","31.7"
"3391","23","88","23.9","109","80","30","0","21","2","0","6319","40,439","8.5"
"3392","84","312","26.0","350","274","76","0","81","3","0","18032","115,402","24.3"
"3393","323","1274","24.1","1399","1128","271","0","307","16","0","60490","387,138","81.7"
"3395","72","208","34.6","261","261","0","0","72","0","0","13978","89,458","18.8"
"3396","102","374","25.4","457","310","148","0","95","7","0","13006","83,241","17.5"
"3400","1254","6692","17.9","6204","4602","1602","0","1197","57","0","158569","1,014,840","214.6"
"3401","561","1823","30.0","2497","2312","185","0","547","14","0","128604","823,064","173.3"
"3407","49","200","24.5","191","191","0","0","49","0","0","13950","89,282","17.8"
"3409","173","505","33.5","620","546","74","0","169","4","0","27435","175,585","36.9"
"3412","50","160","31.3","136","136","0","0","50","0","0","7437","47,600","10"
"3413","18","138","12.3","83","73","10","0","17","1","0","11261","72,071","15.2"
"3414","271","865","30.1","1265","864","242","160","260","10","1","18141","116,100","24.4"
"3418","371","1375","26.0","1528","1245","283","0","357","14","0","57408","367,408","77.3"
"3419","127","424","29.5","433","410","22","0","125","2","0","23273","148,947","31.4"
"3420","31","151","20.5","125","125","0","0","31","0","0","8720","55,807","11.7"
"3423","74","290","25.2","299","264","35","0","73","1","0","9221","59,015","12.4"
"3424","92","440","19.8","428","315","113","0","87","5","0","18315","117,215","24.7"
"3427","324","1269","24.3","1433","1210","223","0","309","15","0","31354","200,664","38.6"
"3428","74","240","26.7","483","291","192","0","64","10","0","12366","79,141","15.2"
"3429","2835","13545","20.3","11298","9690","1608","0","2747","88","0","275296","1,761,894","339.8"
"3430","28","126","19.0","140","92","48","0","24","4","0","6243","39,955","8"
"3431","456","1547","28.9","1807","1682","125","0","447","9","0","40538","259,445","52.1"
"3432","29","88","29.5","153","117","36","0","26","3","0","4744","30,364","6.1"
"3433","28","78","33.3","115","93","21","0","26","2","0","5191","33,224","6.7"
"3434","554","1896","28.7","2271","2100","171","0","544","10","0","21417","137,066","27.5"
"3435","364","1274","27.2","1571","1338","232","0","347","17","0","22336","142,952","28.7"
"3437","1015","4369","21.7","4979","3873","1106","0","950","65","0","35603","227,862","43.8"
"3438","213","892","22.1","1099","763","336","0","197","16","0","4510","28,862","5.5"
"3440","183","797","22.0","745","638","107","0","175","8","0","3175","20,322","3.9"
"3441","96","616","14.6","495","342","153","0","90","6","0","2340","14,975","3"
"3442","898","3163","26.9","4094","3267","827","0","852","46","0","41003","262,417","52.6"
"3444","1144","4349","24.9","6818","4003","1323","1491","1083","60","1","70315","450,017","93.8"
"3446","162","492","32.3","595","562","32","0","159","3","0","6190","39,613","8.3"
"3447","92","243","37.0","345","324","21","0","90","2","0","6703","42,897","8.9"
"3448","174","451","37.9","647","615","32","0","171","3","0","15662","100,234","20.9"
"3450","1101","3702","28.8","3963","3106","618","238","1067","33","1","76217","487,790","102.4"
"3451","781","2535","30.0","2909","2536","374","0","760","21","0","57261","366,473","76.4"
"3453","330","754","42.3","1493","1256","237","0","319","11","0","26174","167,512","34.9"
"3458","310","1230","24.4","1263","1135","128","0","300","10","0","14627","93,615","18.8"
"3460","332","1881","16.9","1486","1031","455","0","318","14","0","1870","11,966","2.4"
"3461","674","2703","24.6","2421","2303","118","0","665","9","0","51730","331,070","66.8"
"3462","229","643","35.1","765","724","40","0","226","3","0","17838","114,162","23"
"3463","480","1468","31.9","1738","1543","195","0","469","11","0","23593","150,995","31.5"
"3464","161","517","29.2","938","531","406","0","151","10","0","6384","40,856","8.2"
"3465","1286","4987","24.9","6445","4369","1330","747","1241","44","1","129475","828,642","167.8"
"3467","225","618","34.5","1005","805","200","0","213","12","0","18569","118,843","24"
"3468","59","159","35.8","281","188","93","0","57","2","0","6859","43,899","8.8"
"3469","44","155","27.1","195","174","21","0","42","2","0","6669","42,683","9"
"3472","292","861","33.1","1031","914","117","0","285","7","0","19289","123,448","25.7"
"3475","65","234","27.4","256","244","12","0","64","1","0","12623","80,787","16.8"
"3477","122","455","25.9","467","416","51","0","118","4","0","40486","259,111","54.4"
"3478","338","1343","24.0","1600","1115","485","0","322","16","0","42649","272,954","57.4"
"3480","183","869","19.0","1093","593","500","0","165","18","0","53280","340,990","71.8"
"3482","29","113","22.1","247","84","164","0","25","4","0","8806","56,356","11.8"
"3483","124","407","27.8","664","458","206","0","113","11","0","14002","89,612","20.2"
"3485","45","204","21.6","198","187","11","0","44","1","0","11971","76,617","17.3"
"3487","15","43","","63","43","20","0","14","1","0","3679","23,546","5.3"
"3488","17","64","25.0","63","51","13","0","16","1","0","4789","30,652","6.9"
"3489","6","39","","27","27","0","0","6","0","0","3681","23,558","5.3"
"3490","146","691","19.2","817","539","277","0","133","13","0","32298","206,705","47.1"
"3491","19","71","25.4","75","64","10","0","18","1","0","5940","38,018","8.7"
"3494","41","365","9.3","113645","133","53","113458","34","5","2","16996","108,775","24.7"
"3496","631","2713","21.3","4750","2460","1225","1066","578","52","1","96248","615,986","140.4"
"3498","495","2036","21.5","3055","1992","1064","0","438","57","0","75124","480,791","109.8"
"3500","2430","14401","15.0","16156","8773","7234","150","2160","269","1","324071","2,074,054","474.7"
"3501","260","709","32.3","4932","981","427","3524","229","30","1","28872","184,779","42.1"
"3505","543","1860","27.2","3524","2087","1136","301","505","37","1","67111","429,509","98"
"3507","23","73","31.5","90","90","0","0","23","0","0","4998","31,987","7.3"
"3509","37","115","31.3","157","147","11","0","36","1","0","4571","29,256","6.7"
"3512","52","209","23.9","197","172","25","0","50","2","0","12593","80,598","18.3"
"3515","226","757","28.7","1115","894","221","0","217","9","0","29361","187,909","39.1"
"3516","105","331","29.3","935","323","112","500","97","7","1","11949","76,475","15.9"
"3517","250","717","33.1","1185","723","463","0","237","13","0","30521","195,332","40.7"
"3518","217","794","26.7","855","709","146","0","212","5","0","18556","118,757","24.7"
"3520","33","102","30.4","136","96","40","0","31","2","0","3059","19,579","4.1"
"3521","100","277","35.0","420","375","46","0","97","3","0","3856","24,677","4.9"
"3522","58","165","34.5","221","211","10","0","57","1","0","6883","44,053","8.8"
"3523","680","2223","29.6","2627","2296","331","0","658","22","0","36199","231,676","48.3"
"3525","219","673","30.9","1085","768","317","0","208","11","0","19889","127,289","28.7"
"3527","102","421","22.3","519","354","165","0","94","8","0","24008","153,654","34.6"
"3529","12","43","","69","48","20","0","10","2","0","5057","32,364","7.3"
"3530","17","68","22.1","95","54","41","0","15","2","0","6372","40,782","9.2"
"3531","22","82","26.8","85","85","0","0","22","0","0","6714","42,971","9.7"
"3533","108","401","25.7","504","384","121","0","103","5","0","19554","125,144","28.2"
"3537","139","485","27.8","695","519","176","0","135","4","0","16593","106,193","24"
"3540","56","155","32.9","225","161","64","0","51","5","0","7310","46,785","10.5"
"3542","21","68","29.4","99","89","10","0","20","1","0","6238","39,921","9"
"3544","41","128","28.1","228","156","72","0","36","5","0","11693","74,838","16.9"
"3546","67","195","33.3","328","273","55","0","65","2","0","13782","88,204","19.9"
"3549","218","1490","11.9","222050","723","960","220367","178","37","3","64424","412,314","94"
"3550","3176","20061","15.0","14689","9534","5035","120","3006","169","1","366178","2,343,538","490.7"
"3551","3664","12052","29.0","18749","13652","3796","1301","3499","162","3","334432","2,140,366","446.8"
"3555","1679","9362","17.4","6896","5340","1406","150","1628","50","1","164522","1,052,938","220.3"
"3556","1212","6457","18.4","4467","3880","588","0","1189","23","0","106265","680,097","142"
"3557","106","337","29.4","513","400","114","0","99","7","0","13457","86,122","18"
"3558","153","497","29.8","621","509","112","0","148","5","0","10489","67,131","14"
"3559","52","290","16.2","339","178","160","0","47","5","0","17002","108,810","24"
"3561","674","2004","31.1","3556","2239","1021","297","624","49","1","77169","493,884","109"
"3562","47","125","32.0","366","173","194","0","40","7","0","8529","54,584","12"
"3563","107","367","27.8","530","396","133","0","102","5","0","8338","53,364","11.1"
"3564","2051","7531","25.2","10618","7444","3174","0","1901","150","0","51363","328,721","72.5"
"3565","11","49","","93","43","50","0","9","2","0","2946","18,856","3.9"
"3566","82","273","26.4","543","261","282","0","72","10","0","7929","50,746","10.6"
"3567","92","312","22.8","797","273","524","0","71","21","0","12840","82,177","17.1"
"3568","414","1400","26.6","2720","1528","1192","0","372","42","0","24775","158,560","35.7"
"3570","136","320","41.3","504","457","47","0","132","4","0","15190","97,214","20.2"
"3571","55","139","33.8","369","191","178","0","47","8","0","10961","70,152","14.6"
"3572","12","70","12.9","82","36","46","0","9","3","0","13857","88,682","18.5"
"3573","40","166","20.5","332","121","211","0","34","6","0","13439","86,010","17.9"
